Product_ID,Category,Sub_Category,Product_Name,Sales_Value,Quantity,Discount,Profit,Order_Code,Customer_ID
OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,18.00,3.00,0.00%,8.07,111696,TB-21625
OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,16.00,3.00,20.00%,5.64,111703,KB-16315
FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,239.00,3.00,30.00%,-47.87,111717,SW-20245
OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,2022.00,8.00,20.00%,682.52,111738,CM-12385
TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,160.00,1.00,0.00%,54.40,111745,RA-19885
OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,53.00,2.00,0.00%,24.27,111759,MR-17545
OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",14.00,3.00,20.00%,4.87,111773,JK-15625
TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,1200.00,5.00,20.00%,224.99,111780,RA-19285
TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,80.00,3.00,20.00%,20.87,111794,HG-15025
OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,11.00,5.00,0.00%,5.18,111808,AR-10510
FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,181.00,1.00,0.00%,47.05,111815,EP-13915
TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,3150.00,7.00,0.00%,1480.47,111829,FH-14365
OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,49.00,1.00,0.00%,22.99,111857,NM-18445
OFF-LA-10004677,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box,6.00,2.00,20.00%,1.99,111864,PP-18955
FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.00,10.00,15.00%,70.49,111871,EK-13795
OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,38.00,2.00,20.00%,2.84,111899,NC-18340
TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,302.00,2.00,20.00%,30.24,111913,LC-16930
OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.00,4.00,0.00%,12.03,111920,PS-18970
FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.00,3.00,0.00%,26.65,111927,LS-17230
OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,35.00,1.00,0.00%,16.66,111934,GD-14590
OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,34.00,2.00,20.00%,11.75,111941,BD-11620
OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",418.00,7.00,0.00%,117.13,111948,AG-10495
OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,808.00,5.00,0.00%,153.47,111962,EB-14170
TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,109.00,4.00,40.00%,-25.33,111976,BD-11620
OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,11.00,6.00,80.00%,-17.29,111990,DB-13660
OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,191.00,2.00,20.00%,-42.95,112004,AH-10075
OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,51.00,5.00,0.00%,13.21,112014,ON-18715
OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,9.00,3.00,80.00%,-13.90,112025,LS-16975
TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,470.00,3.00,20.00%,47.04,112039,JC-15775
TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",32.00,1.00,0.00%,2.24,112053,SH-20395
OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,105.00,1.00,0.00%,50.33,112060,KT-16465
FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,344.00,4.00,0.00%,75.66,112102,BD-11605
FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,663.00,3.00,20.00%,74.57,112109,JE-15715
FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,172.00,2.00,0.00%,44.71,112116,JE-15475
TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,480.00,5.00,0.00%,129.59,112123,BH-11710
FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",844.00,6.00,30.00%,-36.18,112130,SV-20785
FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,622.00,4.00,20.00%,46.63,112144,CY-12745
FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,884.00,5.00,20.00%,-110.49,112158,DP-13165
OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,14.00,3.00,0.00%,0.71,112172,MM-18280
OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",10.00,5.00,80.00%,-16.47,112200,TC-21475
OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",34.00,7.00,20.00%,-1.26,112214,AH-10690
OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,176.00,5.00,20.00%,15.39,112256,CK-12205
TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,520.00,7.00,20.00%,58.46,112277,SC-20695
TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,160.00,2.00,0.00%,57.59,112291,KE-16420
OFF-AR-10002067,Office Supplies,Art,Newell 334,119.00,6.00,0.00%,30.95,112305,KB-16405
OFF-PA-10003441,Office Supplies,Paper,Xerox 226,58.00,9.00,0.00%,27.99,112319,AR-10510
OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,273.00,3.00,20.00%,-64.77,112326,PO-19195
OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,2592.00,4.00,0.00%,621.97,112333,KF-16285
OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",23.00,3.00,0.00%,11.23,112340,NM-18520
FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,907.00,5.00,20.00%,68.00,112347,BS-11380
TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,51.00,6.00,20.00%,14.63,112375,RD-19720
TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,19.00,2.00,20.00%,1.91,112382,MB-18085
OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",41.00,3.00,0.00%,0.41,112389,JM-15655
TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,90.00,3.00,0.00%,39.59,112396,JR-16210
OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,1.00,1.00,70.00%,-0.60,112403,JO-15280
TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,436.00,12.00,0.00%,130.75,112431,RW-19690
OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,644.00,2.00,10.00%,107.35,112452,NC-18340
OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",50.00,3.00,20.00%,-11.28,112473,JL-15505
OFF-BI-10000494,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,3.00,2.00,70.00%,-2.61,112487,TC-21535
OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",7.00,2.00,20.00%,0.52,112508,BP-11185
FUR-BO-10003404,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1293.00,3.00,0.00%,77.58,112515,AS-10225
OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.00,3.00,20.00%,1.00,112522,DP-13165
FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",718.00,6.00,30.00%,-71.81,112529,SC-20770
OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,9.00,2.00,20.00%,0.67,112536,SG-20890
OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",206.00,3.00,0.00%,90.83,112557,JL-15850
OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,3.00,3.00,70.00%,-1.75,112564,TS-21160
FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,205.00,2.00,0.00%,53.20,112571,DL-12925
OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,28.00,2.00,0.00%,7.27,112578,FO-14305
OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,716.00,2.00,0.00%,178.91,112585,RW-19630
TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,54.00,4.00,20.00%,4.08,112613,JH-15910
FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,934.00,4.00,20.00%,105.02,112669,KT-16465
OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,14.00,3.00,20.00%,5.20,112676,PJ-18835
OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,962.00,5.00,20.00%,-204.31,112697,AH-10195
TEC-PH-10000526,Technology,Phones,Vtech CS6719,307.00,4.00,20.00%,30.72,112711,FM-14380
OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,1.00,1.00,70.00%,-0.86,112718,KN-16450
FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,121.00,1.00,20.00%,-13.59,112725,EH-14125
TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,160.00,5.00,20.00%,33.91,112739,RD-19810
FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",918.00,9.00,15.00%,75.59,112753,CC-12670
FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,278.00,4.00,50.00%,-188.70,112767,DK-12985
FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",35.00,1.00,20.00%,6.04,112774,RC-19960
OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,19.00,3.00,0.00%,9.53,112795,CR-12625
OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,200.00,3.00,20.00%,12.50,112809,RA-19915
TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,26.00,2.00,20.00%,4.46,112823,RA-19945
FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,466.00,3.00,20.00%,34.97,112830,LP-17095
FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",128.00,3.00,0.00%,21.75,112837,LW-17125
FUR-FU-10004845,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",155.00,3.00,0.00%,30.99,112844,SP-20620
OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",183.00,3.00,0.00%,85.98,112851,NR-18550
TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,36.00,3.00,20.00%,-0.90,112865,BH-11710
FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",276.00,1.00,50.00%,-170.80,112872,RC-19960
OFF-BI-10004654,Office Supplies,Binders,VariCap6 Expandable Binder,55.00,4.00,20.00%,18.68,112893,AT-10735
OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,478.00,8.00,0.00%,219.99,112900,KL-16645
FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,301.00,2.00,32.00%,-97.23,112914,MT-18070
OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",18.00,5.00,20.00%,1.31,112928,BB-10990
OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,147.00,3.00,0.00%,73.41,112942,RD-19810
OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,472.00,6.00,0.00%,155.73,112949,Co-12640
OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,277.00,5.00,0.00%,133.15,112956,TH-21550
OFF-AR-10003829,Office Supplies,Art,Newell 35,10.00,3.00,0.00%,2.85,112970,TB-21250
FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,177.00,1.00,20.00%,-22.10,112977,CJ-12010
OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,21.00,6.00,20.00%,6.42,112984,EH-14185
FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,338.00,3.00,20.00%,4.23,112991,SH-19975
OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,5.00,1.00,20.00%,1.66,113040,CC-12100
OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,12.00,3.00,0.00%,3.79,113047,AP-10915
FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,87.00,2.00,0.00%,8.66,113061,EL-13735
TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,41.00,3.00,20.00%,-7.12,113075,MC-18100
FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",41.00,2.00,0.00%,14.57,113082,MC-17590
OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",47.00,3.00,0.00%,12.10,113096,SZ-20035
OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",40.00,6.00,0.00%,19.67,113110,BK-11260
OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,32.00,5.00,0.00%,15.55,113117,JP-15520
OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,129.00,2.00,0.00%,6.46,113124,NC-18340
OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",34.00,2.00,20.00%,1.68,113131,MB-17305
OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,18.00,3.00,20.00%,6.42,113138,NP-18685
TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1400.00,7.00,0.00%,601.97,113145,VD-21670
TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,844.00,2.00,0.00%,371.32,113152,JK-15625
OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,10.00,2.00,20.00%,3.47,113166,LF-17185
OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,250.00,9.00,20.00%,15.64,113173,DK-13225
OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,205.00,5.00,0.00%,100.43,113201,TT-21220
FUR-FU-10004245,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",61.00,3.00,0.00%,23.12,113208,ML-18040
FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",238.00,3.00,20.00%,89.31,113215,CP-12085
OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,11.00,3.00,0.00%,5.16,113222,AG-10765
OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,185.00,6.00,20.00%,13.85,113236,CP-12085
FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1336.00,4.00,20.00%,-217.05,113243,OT-18730
TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,320.00,4.00,20.00%,95.99,113257,SC-20305
FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",120.00,1.00,15.00%,7.05,113271,DS-13030
TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,160.00,4.00,0.00%,70.31,113278,HR-14770
OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,872.00,3.00,20.00%,87.18,113292,DB-13060
FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",13.00,3.00,0.00%,4.51,113320,LH-17155
TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,168.00,7.00,20.00%,50.38,113327,BF-11170
FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",194.00,3.00,20.00%,19.44,113341,MH-17455
FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317.00,3.00,30.00%,-18.12,113355,SJ-20215
OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.00,5.00,0.00%,8.98,113362,AJ-10960
FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",255.00,5.00,0.00%,76.47,113383,SF-20065
OFF-AR-10001446,Office Supplies,Art,Newell 309,28.00,3.00,20.00%,3.47,113390,EP-13915
FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1349.00,6.00,20.00%,-219.16,113404,EM-13810
TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,1705.00,11.00,0.00%,767.20,113418,CM-12655
FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",114.00,2.00,20.00%,12.78,113425,JK-16120
TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,330.00,2.00,40.00%,-77.00,113453,CM-12160
FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,273.00,3.00,0.00%,43.68,113460,KN-16390
OFF-EN-10004206,Office Supplies,Envelopes,Multimedia Mailers,326.00,2.00,0.00%,149.90,113474,TM-21490
TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,696.00,2.00,50.00%,-27.83,113481,AS-10045
TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,84.00,3.00,20.00%,-13.65,113509,PL-18925
OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,67.00,4.00,20.00%,23.50,113516,VM-21685
OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,8.00,4.00,70.00%,-6.12,113523,SC-20440
FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",681.00,12.00,20.00%,42.59,113530,BC-11125
OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,84.00,8.00,20.00%,30.39,113551,NF-18385
FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,684.00,3.00,20.00%,42.75,113558,PH-18790
TEC-AC-10002370,Technology,Accessories,Maxell CD-R Discs,8.00,4.00,0.00%,2.52,113572,FP-14320
OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,90.00,6.00,0.00%,41.51,113579,KD-16345
OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,115.00,3.00,0.00%,30.01,113593,NC-18415
OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",2.00,3.00,70.00%,-1.48,113600,SH-20395
TEC-PH-10004094,Technology,Phones,Motorola L703CM,1092.00,7.00,0.00%,272.98,113607,PW-19030
TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,180.00,3.00,0.00%,44.99,113621,JE-15745
FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",524.00,5.00,20.00%,-72.04,113628,AH-10690
OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,570.00,4.00,20.00%,64.07,113649,HA-14920
FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",60.00,7.00,0.00%,21.60,113656,CB-12415
FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,510.00,3.00,20.00%,6.38,113670,RS-19765
TEC-PH-10002114,Technology,Phones,Xiaomi Mi3,2280.00,4.00,0.00%,592.79,113677,CM-12655
OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",333.00,3.00,0.00%,9.99,113705,LC-16870
FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,82.00,3.00,0.00%,33.73,113726,SC-20680
TEC-PH-10002496,Technology,Phones,Cisco SPA301,250.00,2.00,20.00%,31.20,113733,LH-16900
FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",15.00,3.00,0.00%,4.62,113740,SC-20380
OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",186.00,6.00,0.00%,50.19,113747,VD-21670
FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",280.00,6.00,20.00%,20.96,113768,AH-10030
OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",23.00,1.00,0.00%,10.34,113803,VG-21805
OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,28.00,2.00,20.00%,9.69,113817,MJ-17740
FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,2276.00,10.00,0.00%,386.84,113831,AH-10690
FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,290.00,2.00,20.00%,10.86,113845,FA-14230
TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,91.00,3.00,0.00%,11.77,113852,GW-14605
FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",340.00,6.00,30.00%,-9.72,113859,BC-11125
FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",206.00,3.00,32.00%,-27.26,113873,KE-16420
FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,634.00,6.00,30.00%,-172.12,113880,VF-21715
OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",56.00,1.00,0.00%,26.63,113887,TH-21550
TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,150.00,5.00,0.00%,44.99,113901,NH-18610
FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",385.00,2.00,40.00%,-115.43,113908,KN-16390
OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,41.00,5.00,0.00%,19.46,113929,CK-12205
OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,19.00,4.00,20.00%,6.92,113964,JP-16135
FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",8.00,6.00,20.00%,1.25,113971,CB-12535
OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",332.00,3.00,20.00%,-82.88,113978,TS-21505
OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,104.00,3.00,20.00%,33.86,113985,KD-16495
FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,975.00,4.00,30.00%,-97.50,113992,LC-16885
OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",553.00,5.00,20.00%,-138.14,114013,SC-20770
OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,39.00,6.00,0.00%,18.66,114034,DL-13315
FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,29.00,3.00,0.00%,12.86,114048,EH-13945
OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,629.00,6.00,0.00%,301.97,114055,MH-18115
FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,1931.00,9.00,10.00%,321.84,114069,ND-18370
TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,945.00,7.00,0.00%,236.23,114104,NP-18670
OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,42.00,6.00,20.00%,14.14,114125,GH-14410
FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",174.00,3.00,0.00%,13.92,114174,AP-10720
FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,350.00,7.00,50.00%,-216.98,114181,AF-10885
FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,140.00,7.00,0.00%,60.14,114188,RF-19345
FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",69.00,2.00,20.00%,16.32,114195,EA-14035
OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,83.00,9.00,20.00%,31.00,114209,AS-10285
OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.00,3.00,20.00%,4.11,114216,RK-19300
OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,40.00,4.00,20.00%,3.98,114230,CM-12235
FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",142.00,2.00,0.00%,39.75,114237,MC-17275
OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,1080.00,6.00,20.00%,-94.51,114251,MD-17350
TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,493.00,4.00,20.00%,55.44,114258,EM-13825
FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,195.00,4.00,20.00%,-12.20,114293,JH-16180
FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,288.00,3.00,0.00%,77.74,114300,AF-10885
OFF-PA-10004100,Office Supplies,Paper,Xerox 216,52.00,8.00,0.00%,24.88,114307,MF-17665
FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,9.00,4.00,0.00%,3.92,114314,DB-13555
