Order_ID,Order_Date,Ship_Date,Ship_Mode,Year_Order,Customer_ID
152121,11/27/2021,11/29/2021,Second Class,2021,CC-12670
152100,5/11/2019,5/16/2019,Standard Class,2019,VW-21775
152079,1/20/2022,1/21/2022,First Class,2022,ML-17410
152072,1/15/2021,1/19/2021,Standard Class,2021,Dp-13240
152051,6/25/2021,6/29/2021,Standard Class,2021,TS-21160
152030,12/26/2019,12/28/2019,Second Class,2019,AD-10180
152002,6/11/2022,6/11/2022,Same Day,2022,DV-13465
151995,10/13/2019,10/15/2019,First Class,2019,ZC-21910
151974,9/22/2021,9/29/2021,Standard Class,2021,RD-19660
151967,10/22/2019,10/26/2019,Standard Class,2019,NB-18580
151953,9/20/2019,9/25/2019,Standard Class,2019,DB-13555
151946,6/4/2019,6/9/2019,Standard Class,2019,BT-11440
151925,9/26/2019,10/1/2019,Second Class,2019,KT-16465
151911,4/30/2022,5/5/2022,Second Class,2022,DL-13495
151897,6/6/2019,6/10/2019,Standard Class,2019,VT-21700
151869,9/25/2020,9/25/2020,Same Day,2020,CS-11950
151862,3/1/2021,3/8/2021,Standard Class,2021,ON-18715
151855,5/27/2022,6/3/2022,Standard Class,2022,BW-11110
151841,4/27/2020,5/2/2020,Standard Class,2020,TC-21475
151827,3/31/2021,4/2/2021,Second Class,2021,CS-11950
151792,9/2/2019,9/7/2019,Second Class,2019,CV-12295
151785,3/5/2020,3/10/2020,Standard Class,2020,JJ-15445
151750,1/1/2022,1/5/2022,Standard Class,2022,JM-15250
151722,10/5/2020,10/9/2020,Standard Class,2020,IL-15100
151708,8/8/2019,8/14/2019,Standard Class,2019,MB-17305
151680,11/19/2020,11/21/2020,Second Class,2020,TC-21475
151624,9/8/2020,9/14/2020,Standard Class,2020,VW-21775
151589,12/27/2020,12/30/2020,First Class,2020,RE-19450
151561,9/1/2021,9/7/2021,Standard Class,2021,PG-18820
151554,11/14/2019,11/15/2019,First Class,2019,CM-11815
151547,1/17/2020,1/23/2020,Standard Class,2020,AH-10465
151512,12/26/2021,1/2/2022,Standard Class,2021,SH-19975
151498,4/21/2021,4/24/2021,First Class,2021,DN-13690
151484,4/20/2022,4/23/2022,First Class,2022,CV-12805
151470,9/20/2020,9/26/2020,Standard Class,2020,AM-10705
151435,9/6/2020,9/9/2020,Second Class,2020,SW-20455
151407,11/8/2020,11/12/2020,Standard Class,2020,RD-19585
151379,12/16/2019,12/20/2019,Standard Class,2019,SC-20695
151372,9/5/2021,9/6/2021,First Class,2021,JH-15985
151330,10/14/2019,10/17/2019,First Class,2019,TC-21295
151323,10/23/2021,10/28/2021,Standard Class,2021,AB-10255
151316,6/24/2022,6/30/2022,Standard Class,2022,MC-17635
151295,11/12/2019,11/16/2019,Standard Class,2019,JA-15970
151281,4/27/2022,5/2/2022,Standard Class,2022,HM-14980
151260,12/11/2021,12/14/2021,First Class,2021,SC-20695
151253,4/22/2020,4/26/2020,Standard Class,2020,AZ-10750
151218,6/20/2022,6/23/2022,First Class,2022,PJ-19015
151190,6/27/2022,7/1/2022,Standard Class,2022,GT-14710
151176,2/13/2022,2/20/2022,Standard Class,2022,SV-20785
151169,10/21/2021,10/26/2021,Standard Class,2021,MY-18295
151162,12/5/2019,12/9/2019,Standard Class,2019,EA-14035
151155,12/20/2021,12/24/2021,Standard Class,2021,AB-10255
151148,9/12/2021,9/13/2021,Same Day,2021,PO-19180
151141,8/20/2021,8/23/2021,First Class,2021,DW-13480
151127,5/22/2022,5/25/2022,First Class,2022,RL-19615
151092,8/6/2021,8/13/2021,Standard Class,2021,VG-21790
151078,11/12/2019,11/12/2019,Same Day,2019,RF-19840
151071,4/25/2022,4/29/2022,Second Class,2022,MB-18085
151043,11/14/2020,11/20/2020,Standard Class,2020,MG-17680
151015,10/14/2019,10/20/2019,Standard Class,2019,BD-11500
151001,4/5/2019,4/7/2019,First Class,2019,JG-15805
150987,4/8/2022,4/12/2022,Standard Class,2022,AH-10120
150945,12/18/2021,12/20/2021,Second Class,2021,JK-16120
150931,1/6/2022,1/13/2022,Standard Class,2022,DP-13390
150924,9/12/2019,9/16/2019,Second Class,2019,PT-19090
150889,3/20/2021,3/22/2021,Second Class,2021,PB-19105
150875,11/16/2020,11/20/2020,Standard Class,2020,HK-14890
150861,12/3/2021,12/6/2021,First Class,2021,EG-13900
150847,4/30/2022,5/6/2022,Standard Class,2022,JF-15490
150798,12/1/2019,12/3/2019,Second Class,2019,JK-15730
150791,9/6/2020,9/13/2020,Standard Class,2020,CC-12430
150770,5/3/2020,5/6/2020,First Class,2020,LC-16870
150749,3/29/2020,4/3/2020,Second Class,2020,AS-10240
150714,10/26/2020,11/1/2020,Standard Class,2020,KH-16690
150658,11/17/2021,11/22/2021,Standard Class,2021,MS-17365
150630,9/17/2020,9/21/2020,Standard Class,2020,TB-21520
150623,4/10/2022,4/14/2022,Standard Class,2022,DB-13360
150609,4/30/2022,5/4/2022,Standard Class,2022,NZ-18565
150602,2/9/2022,2/14/2022,Second Class,2022,ML-17395
150595,5/22/2022,5/26/2022,Standard Class,2022,LE-16810
150581,4/8/2019,4/12/2019,Standard Class,2019,NM-18445
150574,12/19/2019,12/25/2019,Standard Class,2019,MK-18160
150567,5/17/2021,5/21/2021,Standard Class,2021,RP-19855
150560,12/11/2020,12/12/2020,First Class,2020,SW-20455
150532,7/14/2019,7/21/2019,Standard Class,2019,PB-19150
150525,2/20/2022,2/25/2022,Standard Class,2022,JP-16135
150518,11/19/2019,11/24/2019,Standard Class,2019,MW-18220
150511,9/18/2020,9/24/2020,Standard Class,2020,AB-10060
150490,8/5/2019,8/11/2019,Standard Class,2019,SS-20590
150483,5/31/2021,6/4/2021,Standard Class,2021,BP-11290
150469,1/26/2022,1/30/2022,Standard Class,2022,CJ-12010
150441,8/13/2020,8/17/2020,Second Class,2020,RA-19285
150434,7/19/2019,7/24/2019,Standard Class,2019,CA-12310
150420,6/3/2022,6/8/2022,Standard Class,2022,GD-14590
150413,10/19/2020,10/24/2020,Second Class,2020,CS-11860
150357,10/10/2021,10/14/2021,Standard Class,2021,EB-13975
150350,8/23/2021,8/30/2021,Standard Class,2021,MS-17770
150343,8/16/2021,8/20/2021,Standard Class,2021,PK-19075
150329,10/10/2019,10/14/2019,Standard Class,2019,SD-20485
150308,12/15/2020,12/20/2020,Standard Class,2020,RR-19525
150301,7/8/2019,7/10/2019,First Class,2019,MH-18025
150245,12/31/2019,1/4/2020,Second Class,2019,PC-18745
150231,3/16/2020,3/20/2020,Second Class,2020,JK-15640
150203,12/5/2019,12/7/2019,First Class,2019,JB-15925
150196,7/2/2020,7/3/2020,First Class,2020,SR-20740
150161,7/25/2020,7/29/2020,Standard Class,2020,RB-19795
150147,4/25/2021,4/29/2021,Second Class,2021,JL-15850
150140,4/6/2021,4/10/2021,Standard Class,2021,VM-21685
150126,7/27/2019,8/2/2019,Standard Class,2019,AS-10045
150119,4/23/2019,4/27/2019,Standard Class,2019,LB-16795
150077,2/4/2021,2/10/2021,Standard Class,2021,MS-17365
150035,12/1/2021,12/5/2021,Standard Class,2021,CL-11890
150007,9/11/2021,9/16/2021,Standard Class,2021,AS-10090
150000,4/8/2021,4/14/2021,Standard Class,2021,PG-18820
149993,3/19/2020,3/20/2020,First Class,2020,GA-14725
149979,9/23/2021,9/28/2021,Second Class,2021,RA-19915
149972,9/21/2020,9/23/2020,First Class,2020,CD-12790
149965,6/20/2021,6/25/2021,Standard Class,2021,BS-11365
149958,3/15/2019,3/19/2019,Standard Class,2019,AS-10240
149916,12/22/2021,12/24/2021,Second Class,2021,ED-13885
149909,11/13/2020,11/17/2020,Standard Class,2020,RA-19915
149902,4/1/2021,4/6/2021,Standard Class,2021,DW-13540
149881,4/1/2022,4/3/2022,First Class,2022,NC-18535
149846,5/22/2020,5/26/2020,Standard Class,2020,SB-20185
149811,1/4/2020,1/10/2020,Standard Class,2020,CS-12250
149797,9/15/2021,9/20/2021,Standard Class,2021,AH-10075
149790,9/26/2021,10/1/2021,Standard Class,2021,SC-20380
149783,9/4/2021,9/7/2021,Second Class,2021,DL-13315
149762,12/3/2021,12/7/2021,Standard Class,2021,RD-19720
149748,5/31/2020,6/2/2020,Second Class,2020,EM-13825
149734,9/3/2020,9/8/2020,Standard Class,2020,JC-16105
149720,6/4/2022,6/7/2022,Second Class,2022,EM-14065
149713,9/18/2020,9/22/2020,Second Class,2020,TG-21640
149692,12/6/2020,12/12/2020,Standard Class,2020,KW-16435
149685,10/8/2021,10/15/2021,Standard Class,2021,PM-19135
149678,4/13/2020,4/15/2020,Second Class,2020,AW-10840
149671,6/5/2021,6/9/2021,Standard Class,2021,KB-16600
149650,10/24/2020,10/27/2020,First Class,2020,RD-19660
149643,11/16/2019,11/20/2019,Standard Class,2019,RH-19510
149636,1/6/2020,1/12/2020,Standard Class,2020,SP-20620
149629,7/17/2020,7/20/2020,Second Class,2020,MP-17965
149601,5/28/2020,6/3/2020,Standard Class,2020,TB-21625
149594,9/15/2019,9/19/2019,Standard Class,2019,MF-18250
149587,1/31/2020,2/5/2020,Second Class,2020,KB-16315
149566,12/5/2020,12/10/2020,Standard Class,2020,GB-14530
149538,4/4/2019,4/8/2019,Standard Class,2019,KB-16585
149524,1/14/2019,1/15/2019,First Class,2019,BS-11590
149517,9/19/2020,9/23/2020,Standard Class,2020,FC-14245
149503,12/9/2021,12/12/2021,First Class,2021,SP-20650
149489,4/24/2022,4/27/2022,First Class,2022,DK-12835
149482,11/14/2021,11/19/2021,Standard Class,2021,RR-19315
149468,5/20/2022,5/20/2022,Same Day,2022,AR-10405
149461,11/13/2021,11/19/2021,Standard Class,2021,AS-10135
149454,7/25/2021,7/26/2021,First Class,2021,KM-16375
149384,7/10/2020,7/10/2020,Same Day,2020,EH-13945
149370,9/15/2021,9/19/2021,Standard Class,2021,DB-13210
149349,11/12/2021,11/13/2021,First Class,2021,SP-20650
149342,4/20/2020,4/25/2020,Standard Class,2020,TS-21160
149335,7/25/2021,7/25/2021,Same Day,2021,BC-11125
149314,7/2/2021,7/7/2021,Second Class,2021,GB-14530
149300,11/22/2020,11/23/2020,First Class,2020,BH-11710
149279,4/24/2021,4/28/2021,Standard Class,2021,CL-12700
149272,3/15/2021,3/19/2021,Standard Class,2021,MY-18295
149244,11/4/2019,11/8/2019,Standard Class,2019,MS-17530
149237,5/26/2021,5/30/2021,Standard Class,2021,CM-12235
149223,9/6/2021,9/11/2021,Standard Class,2021,ER-13855
149195,9/5/2021,9/7/2021,Second Class,2021,DM-13525
149181,5/8/2022,5/12/2022,Standard Class,2022,MD-17350
149111,4/17/2021,4/21/2021,Second Class,2021,BF-11170
149104,4/5/2019,4/7/2019,Second Class,2019,RD-19900
149097,10/20/2020,10/24/2020,Standard Class,2020,SV-20785
149083,9/25/2020,9/30/2020,Standard Class,2020,SH-19975
149076,1/14/2022,1/19/2022,Standard Class,2022,SO-20335
149055,11/23/2019,11/28/2019,Standard Class,2019,PB-19210
149048,5/13/2022,5/17/2022,Standard Class,2022,BM-11650
149034,11/19/2019,11/21/2019,First Class,2019,RD-19900
149020,1/10/2019,1/15/2019,Standard Class,2019,AJ-10780
148999,1/30/2022,2/4/2022,Standard Class,2022,EB-13870
148964,5/26/2020,5/31/2020,Standard Class,2020,RD-19900
148957,9/17/2021,9/23/2021,Standard Class,2021,CC-12430
148950,12/14/2019,12/19/2019,Standard Class,2019,JD-16015
148915,11/1/2019,11/5/2019,Standard Class,2019,ND-18370
148908,11/5/2021,11/8/2021,First Class,2021,JH-15985
148901,5/14/2021,5/19/2021,Standard Class,2021,MK-17905
148873,10/1/2020,10/5/2020,Standard Class,2020,EM-13960
148859,12/28/2020,1/1/2021,Standard Class,2020,FH-14350
148852,5/26/2021,5/31/2021,Standard Class,2021,SV-20785
148838,3/17/2019,3/21/2019,Standard Class,2019,CP-12340
148817,12/1/2020,12/7/2020,Standard Class,2020,KD-16495
148810,6/26/2022,7/1/2022,Standard Class,2022,DR-12880
148803,12/11/2021,12/11/2021,Same Day,2021,LR-16915
148796,4/14/2021,4/18/2021,Standard Class,2021,PB-19150
148782,11/2/2019,11/7/2019,Standard Class,2019,PO-18850
148761,5/17/2019,5/21/2019,Standard Class,2019,PA-19060
148747,9/25/2021,9/27/2021,First Class,2021,AS-10045
148740,11/15/2021,11/19/2021,Standard Class,2021,AH-10690
148712,4/17/2020,4/23/2020,Standard Class,2020,JM-15535
148705,3/12/2020,3/18/2020,Standard Class,2020,EB-14170
148698,5/2/2021,5/7/2021,Standard Class,2021,BD-11770
148684,12/25/2021,12/29/2021,Standard Class,2021,TS-21655
148642,3/6/2022,3/12/2022,Standard Class,2022,DW-13540
148635,7/25/2020,7/27/2020,Second Class,2020,MH-18025
148628,12/6/2020,12/11/2020,Standard Class,2020,KM-16375
148614,1/20/2019,1/25/2019,Standard Class,2019,MV-17485
148593,6/16/2021,6/18/2021,Second Class,2021,BD-11320
148586,3/25/2019,4/1/2019,Standard Class,2019,AZ-10750
148551,1/12/2022,1/16/2022,Standard Class,2022,DB-13120
148516,8/7/2021,8/11/2021,Standard Class,2021,DW-13585
148495,8/13/2020,8/13/2020,Same Day,2020,SF-20065
148488,12/10/2019,12/15/2019,Standard Class,2019,SM-20005
148474,6/12/2022,6/19/2022,Standard Class,2022,ME-17320
148432,11/7/2020,11/10/2020,Second Class,2020,MC-18130
148425,11/30/2019,12/4/2019,Standard Class,2019,RF-19345
148383,12/27/2019,12/31/2019,Standard Class,2019,RP-19390
148376,12/27/2020,12/31/2020,Standard Class,2020,AG-10900
148369,9/23/2019,9/27/2019,Standard Class,2019,TH-21115
148334,8/22/2021,8/26/2021,Standard Class,2021,DD-13570
148285,10/27/2019,11/1/2019,Standard Class,2019,RD-19810
148250,12/13/2020,12/17/2020,Standard Class,2020,RP-19270
148208,1/22/2021,1/27/2021,Standard Class,2021,BT-11530
148201,8/26/2021,8/29/2021,Second Class,2021,CC-12145
148194,5/4/2019,5/7/2019,First Class,2019,BS-11365
148180,7/26/2020,7/31/2020,Standard Class,2020,BP-11095
148145,3/18/2022,3/23/2022,Standard Class,2022,SW-20275
148110,9/5/2021,9/11/2021,Standard Class,2021,AR-10825
148096,8/16/2021,8/19/2021,First Class,2021,AO-10810
148040,3/22/2019,3/26/2019,Standard Class,2019,BF-11275
147998,5/19/2022,5/24/2022,Standard Class,2022,SA-20830
147991,5/5/2021,5/9/2021,Standard Class,2021,ZD-21925
147984,1/28/2022,2/1/2022,Standard Class,2022,GB-14575
147970,1/31/2021,2/2/2021,Second Class,2021,AB-10150
147942,4/1/2022,4/5/2022,Standard Class,2022,MS-17365
147914,6/4/2019,6/9/2019,Standard Class,2019,MP-17470
147900,9/23/2019,9/28/2019,Standard Class,2019,JK-15640
147886,3/28/2022,3/31/2022,First Class,2022,DH-13075
147879,5/7/2020,5/12/2020,Standard Class,2020,CC-12220
147851,12/3/2020,12/8/2020,Standard Class,2020,MP-17470
147844,5/2/2022,5/6/2022,Standard Class,2022,DD-13570
147830,12/15/2020,12/18/2020,First Class,2020,NF-18385
147816,9/24/2020,9/26/2020,Second Class,2020,CM-11935
147788,5/31/2020,6/4/2020,Standard Class,2020,TM-21010
147774,1/20/2019,1/26/2019,Standard Class,2019,MM-18280
147753,3/5/2022,3/5/2022,Same Day,2022,PK-19075
147739,12/25/2020,12/29/2020,Standard Class,2020,JD-16150
147711,9/3/2021,9/8/2021,Second Class,2021,HF-14995
147704,11/16/2019,11/21/2019,Standard Class,2019,SR-20740
147690,11/10/2020,11/14/2020,Standard Class,2020,SC-20020
147683,11/13/2021,11/17/2021,Standard Class,2021,PO-19180
147662,2/14/2020,2/19/2020,Standard Class,2020,KB-16315
147648,11/26/2019,12/1/2019,Standard Class,2019,LS-16975
147627,1/20/2019,1/26/2019,Standard Class,2019,HL-15040
147606,11/26/2019,12/1/2019,Second Class,2019,JE-15745
147585,11/7/2021,11/12/2021,Standard Class,2021,CB-12535
147578,4/22/2021,4/26/2021,Second Class,2021,PG-18895
147543,7/6/2019,7/12/2019,Standard Class,2019,BC-11125
147536,12/26/2021,12/31/2021,Standard Class,2021,AR-10510
147529,2/7/2020,2/11/2020,Standard Class,2020,DK-12835
147501,8/2/2020,8/6/2020,Standard Class,2020,Co-12640
147473,5/30/2021,6/3/2021,Standard Class,2021,NL-18310
147431,2/2/2021,2/7/2021,Standard Class,2021,AB-10105
147417,7/25/2021,7/27/2021,First Class,2021,CB-12415
147375,6/12/2021,6/14/2021,Second Class,2021,PO-19180
147368,6/9/2021,6/12/2021,First Class,2021,TC-21295
147354,3/9/2022,3/13/2022,Standard Class,2022,KB-16315
147340,9/24/2021,9/24/2021,Same Day,2021,EB-13750
147298,4/26/2019,5/3/2019,Standard Class,2019,AG-10300
147291,3/11/2022,3/17/2022,Standard Class,2022,MJ-17740
147256,10/17/2021,10/21/2021,Second Class,2021,FC-14245
147242,9/10/2020,9/14/2020,Standard Class,2020,EH-13765
147235,3/24/2019,3/28/2019,Standard Class,2019,CD-11920
147207,1/2/2022,1/4/2022,Second Class,2022,TS-21655
147144,3/26/2022,3/28/2022,First Class,2022,MZ-17335
147137,7/4/2021,7/6/2021,First Class,2021,AA-10645
147123,12/10/2021,12/12/2021,First Class,2021,SJ-20125
147109,12/17/2021,12/21/2021,Standard Class,2021,AH-10075
147102,9/19/2020,9/26/2020,Standard Class,2020,NH-18610
147067,12/18/2021,12/22/2021,Standard Class,2021,JD-16150
147039,6/29/2022,7/4/2022,Standard Class,2022,AA-10315
147011,6/18/2020,6/22/2020,Standard Class,2020,HR-14830
146997,1/23/2019,1/27/2019,Standard Class,2019,SG-20605
146990,11/7/2019,11/8/2019,First Class,2019,BP-11095
146969,9/29/2019,10/3/2019,Standard Class,2019,AP-10915
146948,7/16/2020,7/20/2020,Standard Class,2020,MG-17890
146941,12/10/2021,12/13/2021,First Class,2021,DL-13315
146934,5/22/2021,5/27/2021,Standard Class,2021,AF-10870
146913,10/31/2021,11/5/2021,Standard Class,2021,SF-20965
146906,3/13/2022,3/17/2022,Standard Class,2022,MT-17815
146885,5/30/2019,6/5/2019,Standard Class,2019,EB-13840
146864,12/22/2019,12/26/2019,Standard Class,2019,BT-11530
146857,5/6/2021,5/8/2021,Second Class,2021,BE-11455
146843,11/30/2019,12/6/2019,Standard Class,2019,PB-19150
146836,5/2/2021,5/2/2021,Same Day,2021,CC-12475
146829,3/10/2020,3/10/2020,Same Day,2020,TS-21340
146822,6/9/2022,6/14/2022,Standard Class,2022,AG-10675
146815,9/8/2019,9/13/2019,Standard Class,2019,PP-18955
146794,9/26/2021,10/1/2021,Standard Class,2021,SH-19975
146766,11/4/2021,11/4/2021,Same Day,2021,TT-21220
146745,9/3/2020,9/8/2020,Standard Class,2020,AS-10630
146731,11/3/2019,11/8/2019,Standard Class,2019,AT-10735
146710,8/27/2021,9/1/2021,Standard Class,2021,SS-20875
146703,10/20/2019,10/25/2019,Second Class,2019,PO-18865
146696,12/14/2020,12/19/2020,Standard Class,2020,RD-19480
146682,10/29/2021,10/31/2021,First Class,2021,KW-16435
146675,4/16/2020,4/20/2020,Standard Class,2020,SB-20185
146640,6/30/2019,7/5/2019,Standard Class,2019,HA-14905
146633,11/15/2021,11/17/2021,Second Class,2021,TG-21310
146591,1/19/2019,1/20/2019,First Class,2019,TS-21340
146570,5/15/2021,5/20/2021,Standard Class,2021,SN-20710
146563,8/24/2020,8/28/2020,Standard Class,2020,CB-12025
146528,7/25/2019,7/27/2019,Second Class,2019,VF-21715
146521,7/21/2021,7/23/2021,Second Class,2021,CC-12610
146500,8/30/2019,9/4/2019,Standard Class,2019,AT-10735
146493,6/1/2022,6/5/2022,Standard Class,2022,CV-12805
146486,11/9/2020,11/14/2020,Second Class,2020,DV-13465
146465,11/20/2020,11/24/2020,Standard Class,2020,PB-18805
146437,1/28/2021,2/1/2021,Second Class,2021,HG-14965
146423,4/21/2021,4/21/2021,Same Day,2021,BT-11680
146374,12/5/2021,12/10/2021,Second Class,2021,HE-14800
146360,4/23/2022,4/25/2022,Second Class,2022,SC-20305
146353,10/14/2019,10/16/2019,Second Class,2019,JE-15610
146346,6/17/2022,6/20/2022,First Class,2022,RA-19945
146325,12/14/2021,12/17/2021,First Class,2021,DS-13180
146318,1/22/2021,1/27/2021,Standard Class,2021,MC-17275
146290,5/4/2020,5/11/2020,Standard Class,2020,SV-20815
146283,9/8/2019,9/15/2019,Standard Class,2019,KT-16465
146262,1/2/2020,1/9/2020,Standard Class,2020,VW-21775
146255,3/7/2020,3/10/2020,First Class,2020,EM-14140
146206,9/10/2021,9/14/2021,Second Class,2021,KT-16480
146192,4/22/2022,4/26/2022,Standard Class,2022,BD-11725
146171,3/11/2021,3/15/2021,Standard Class,2021,JP-16135
146157,11/21/2021,11/26/2021,Standard Class,2021,RD-19720
146150,2/14/2021,2/19/2021,Standard Class,2021,FM-14380
146143,12/14/2021,12/19/2021,Standard Class,2021,MC-17845
146087,7/6/2020,7/11/2020,Standard Class,2020,PP-18955
146066,8/21/2021,8/23/2021,Second Class,2021,RB-19465
146038,2/9/2020,2/16/2020,Standard Class,2020,SJ-20215
146024,3/2/2022,3/8/2022,Standard Class,2022,SC-20770
146010,5/20/2021,5/23/2021,First Class,2021,EH-14125
145982,8/27/2021,9/1/2021,Second Class,2021,TB-21055
145926,11/17/2019,11/21/2019,Standard Class,2019,MP-17470
145919,12/18/2021,12/23/2021,Standard Class,2021,HG-14965
145905,9/18/2021,9/23/2021,Standard Class,2021,AM-10705
145898,9/26/2021,9/26/2021,Same Day,2021,CM-12445
145877,4/1/2022,4/4/2022,Second Class,2022,AS-10090
145863,4/21/2022,4/27/2022,Standard Class,2022,RP-19390
145849,9/15/2020,9/17/2020,Second Class,2020,CT-11995
145842,6/17/2021,6/20/2021,Second Class,2021,FM-14380
145835,5/13/2020,5/18/2020,Second Class,2020,BF-11170
145828,10/5/2020,10/7/2020,First Class,2020,MB-17305
145821,5/1/2020,5/7/2020,Standard Class,2020,JB-15400
145814,11/19/2020,11/24/2020,Standard Class,2020,KD-16345
145807,2/9/2022,2/13/2022,Standard Class,2022,SB-20170
145800,5/30/2019,6/5/2019,Standard Class,2019,SS-20410
145779,5/6/2022,5/10/2022,Standard Class,2022,DB-13615
145772,6/3/2022,6/7/2022,Standard Class,2022,SS-20140
145765,5/28/2022,6/2/2022,Standard Class,2022,CM-11815
145758,10/30/2020,10/30/2020,Same Day,2020,BF-11020
145730,3/3/2021,3/8/2021,Standard Class,2021,CC-12220
145709,10/4/2021,10/8/2021,Standard Class,2021,AH-10690
145702,5/19/2022,5/24/2022,Second Class,2022,AH-10075
145625,9/11/2021,9/17/2021,Standard Class,2021,KC-16540
145611,9/20/2021,9/24/2021,Standard Class,2021,HA-14905
145583,10/13/2021,10/19/2021,Standard Class,2021,LC-16885
145576,9/14/2019,9/18/2019,Second Class,2019,CA-12775
145548,11/11/2021,11/16/2021,Standard Class,2021,EB-13750
145541,12/14/2019,12/21/2019,Standard Class,2019,TB-21400
145506,6/3/2022,6/7/2022,Standard Class,2022,MO-17800
145499,5/30/2021,5/31/2021,First Class,2021,RW-19690
145492,11/20/2021,11/27/2021,Standard Class,2021,MC-17605
145485,11/5/2020,11/5/2020,Same Day,2020,JM-16195
145457,3/24/2020,3/27/2020,Second Class,2020,CP-12085
145436,2/28/2020,3/4/2020,Standard Class,2020,VD-21670
145422,12/3/2020,12/7/2020,Standard Class,2020,PW-19240
145415,4/12/2020,4/17/2020,Second Class,2020,RD-19660
145401,1/30/2020,2/4/2020,Standard Class,2020,JP-15520
145394,11/16/2020,11/20/2020,Standard Class,2020,MC-17605
145387,10/31/2019,11/2/2019,Second Class,2019,AM-10705
145352,3/16/2020,3/22/2020,Standard Class,2020,CM-12385
145338,1/29/2022,2/1/2022,First Class,2022,BD-11770
145324,11/15/2020,11/19/2020,Standard Class,2020,DH-13675
145317,3/18/2019,3/23/2019,Standard Class,2019,SM-20320
145303,8/28/2021,8/31/2021,First Class,2021,TP-21415
145275,4/2/2022,4/6/2022,Standard Class,2022,AH-10465
145261,12/18/2021,12/21/2021,First Class,2021,AH-10120
145254,7/23/2019,7/27/2019,Standard Class,2019,NC-18535
145247,5/5/2021,5/7/2021,First Class,2021,ND-18370
145240,9/6/2021,9/8/2021,First Class,2021,BG-11740
145212,9/13/2019,9/19/2019,Standard Class,2019,DC-12850
145184,11/27/2020,11/29/2020,First Class,2020,JD-16150
145177,11/10/2021,11/14/2021,Standard Class,2021,PP-18955
145142,1/23/2022,1/25/2022,First Class,2022,MC-17605
145135,11/26/2021,11/28/2021,First Class,2021,CD-12790
145121,10/2/2020,10/6/2020,Standard Class,2020,MP-17965
145065,12/12/2020,12/15/2020,First Class,2020,DK-13375
145009,12/5/2021,12/8/2021,Second Class,2021,RF-19345
144974,9/26/2019,9/30/2019,Standard Class,2019,CM-12715
144939,10/3/2021,10/8/2021,Standard Class,2021,EB-13870
144932,4/14/2022,4/17/2022,First Class,2022,AB-10165
144911,11/27/2021,11/30/2021,First Class,2021,RW-19630
144890,12/25/2020,12/29/2020,Standard Class,2020,SM-20320
144855,7/22/2021,7/24/2021,Second Class,2021,DL-13495
144848,4/4/2022,4/5/2022,First Class,2022,DS-13030
144806,12/6/2020,12/11/2020,Standard Class,2020,GH-14425
144792,4/30/2021,5/4/2021,Standard Class,2021,KD-16615
144785,4/18/2021,4/23/2021,Standard Class,2021,CS-12490
144771,10/2/2020,10/4/2020,First Class,2020,CK-12205
144764,9/2/2021,9/8/2021,Standard Class,2021,RL-19615
144729,10/21/2021,10/25/2021,Standard Class,2021,JE-15745
144722,3/16/2020,3/23/2020,Standard Class,2020,MF-18250
144680,3/31/2022,4/2/2022,First Class,2022,SC-20260
144666,11/9/2019,11/11/2019,Second Class,2019,JP-15520
144652,11/20/2020,11/26/2020,Standard Class,2020,SN-20560
144645,2/2/2021,2/8/2021,Standard Class,2021,NS-18640
144638,3/10/2022,3/14/2022,Standard Class,2022,MH-18115
144624,11/19/2019,11/23/2019,Standard Class,2019,JM-15865
144589,1/20/2022,1/25/2022,Standard Class,2022,TM-21010
144582,4/30/2022,5/5/2022,Standard Class,2022,TC-21475
144568,5/29/2022,6/2/2022,Standard Class,2022,JO-15550
144554,11/7/2021,11/12/2021,Standard Class,2021,DM-13345
144547,11/10/2021,11/14/2021,Standard Class,2021,MS-17770
144540,9/5/2021,9/10/2021,Standard Class,2021,GH-14410
144526,4/30/2022,5/6/2022,Standard Class,2022,QJ-19255
144519,11/13/2020,11/17/2020,Standard Class,2020,AW-10930
144498,5/6/2022,5/6/2022,Same Day,2022,MB-18085
144491,3/27/2022,4/1/2022,Standard Class,2022,CJ-12010
144477,8/12/2021,8/14/2021,Second Class,2021,DB-13270
144463,1/1/2022,1/5/2022,Standard Class,2022,SC-20725
144414,6/17/2019,6/21/2019,Standard Class,2019,GH-14425
144407,9/9/2019,9/15/2019,Standard Class,2019,MS-17365
144400,2/23/2021,2/27/2021,Standard Class,2021,AC-10420
144393,10/28/2021,11/4/2021,Standard Class,2021,SM-20950
144386,11/5/2020,11/11/2020,Standard Class,2020,GT-14635
144351,11/14/2021,11/18/2021,Standard Class,2021,RC-19960
144344,10/28/2021,10/28/2021,Same Day,2021,PG-18820
144337,8/1/2021,8/5/2021,Second Class,2021,SG-20890
144309,12/10/2021,12/16/2021,Standard Class,2021,CM-12235
144302,6/19/2020,6/23/2020,Standard Class,2020,ME-17320
144288,12/25/2020,12/31/2020,Standard Class,2020,MB-17305
144281,6/10/2019,6/15/2019,Second Class,2019,HK-14890
144274,11/23/2020,11/25/2020,Second Class,2020,PW-19240
144267,8/21/2020,8/23/2020,First Class,2020,NZ-18565
144253,5/4/2020,5/9/2020,Second Class,2020,AS-10225
